BG01574	GO:0007635
BG01574	GO:0042048
BG01574	GO:0050896
BG01574	GO:0007610
BG01574	GO:0008150
BG01574	GO:0042221
PTefa	GO:0090304
PTefa	GO:0044249
PTefa	GO:0043229
PTefa	GO:0006807
PTefa	GO:0003674
PTefa	GO:0030528
PTefa	GO:0034645
PTefa	GO:0043227
PTefa	GO:0043226
PTefa	GO:0006139
PTefa	GO:0044260
PTefa	GO:0005634
PTefa	GO:0003711
PTefa	GO:0009987
PTefa	GO:0009058
PTefa	GO:0009059
PTefa	GO:0008150
PTefa	GO:0008152
PTefa	GO:0008159
PTefa	GO:0044238
PTefa	GO:0043231
PTefa	GO:0003702
PTefa	GO:0044464
PTefa	GO:0034641
PTefa	GO:0044237
PTefa	GO:0043170
PTefa	GO:0005575
PTefa	GO:0006350
PTefa	GO:0044424
fout	GO:0007625
fout	GO:0008150
fout	GO:0050896
fout	GO:0007610
rictor	GO:0032502
rictor	GO:0051716
rictor	GO:0048858
rictor	GO:0030030
rictor	GO:0048869
rictor	GO:0050896
rictor	GO:0009987
rictor	GO:0006950
rictor	GO:0016043
rictor	GO:0032989
rictor	GO:0006974
rictor	GO:0048813
rictor	GO:0048812
rictor	GO:0008150
rictor	GO:0033554
rictor	GO:0009653
rictor	GO:0071840
rictor	GO:0032990
Syt1	GO:0008021
Syt1	GO:0060281
Syt1	GO:0007269
Syt1	GO:0060341
Syt1	GO:0050803
Syt1	GO:0006836
Syt1	GO:0007610
Syt1	GO:0051128
Syt1	GO:0031594
Syt1	GO:0061024
Syt1	GO:0043229
Syt1	GO:0003674
Syt1	GO:0005488
Syt1	GO:0045202
Syt1	GO:0031988
Syt1	GO:0030135
Syt1	GO:0050789
Syt1	GO:0048488
Syt1	GO:0048489
Syt1	GO:0051234
Syt1	GO:0031982
Syt1	GO:0016023
Syt1	GO:0031410
Syt1	GO:0005543
Syt1	GO:0005544
Syt1	GO:0016043
Syt1	GO:0043226
Syt1	GO:0044456
Syt1	GO:0065007
Syt1	GO:0071840
Syt1	GO:0030136
Syt1	GO:0007626
Syt1	GO:0032501
Syt1	GO:0050793
Syt1	GO:0006810
Syt1	GO:0008289
Syt1	GO:0023061
Syt1	GO:0050794
Syt1	GO:0007317
Syt1	GO:0045595
Syt1	GO:0023046
Syt1	GO:0008150
Syt1	GO:0045995
Syt1	GO:0051649
Syt1	GO:0032879
Syt1	GO:0008345
Syt1	GO:0051239
Syt1	GO:0043231
Syt1	GO:0043227
Syt1	GO:0030537
Syt1	GO:0065008
Syt1	GO:0006897
Syt1	GO:0016192
Syt1	GO:0046903
Syt1	GO:0050896
Syt1	GO:0044464
Syt1	GO:0032940
Syt1	GO:0010324
Syt1	GO:0048791
Syt1	GO:0005575
Syt1	GO:0044087
Syt1	GO:0044444
Syt1	GO:0060284
Syt1	GO:2000026
Syt1	GO:0005515
Syt1	GO:0016044
Syt1	GO:0044424
Syt1	GO:0009987
Syt1	GO:0001505
SPR	GO:0045924
SPR	GO:0046008
SPR	GO:0048583
SPR	GO:0007610
SPR	GO:0060089
SPR	GO:0032501
SPR	GO:0048042
SPR	GO:0005488
SPR	GO:0004871
SPR	GO:0008188
SPR	GO:0050789
SPR	GO:0008528
SPR	GO:0004930
SPR	GO:0042277
